enrolment_token
id;freechoice;used;year;id_study_form;id_study_kind;id_klasius_srv;id_student;id_study_program;id_study_year;id_study_type
185;false;true;2;1;1;16204;76;1000468;4;1
186;true;true;3;1;1;16204;76;1000468;5;1
187;false;true;1;1;1;16204;77;1000468;3;1
188;false;true;2;1;1;16204;77;1000468;4;1
189;false;true;3;1;1;16204;77;1000468;5;1
190;false;true;1;1;1;16204;78;1000468;3;1
191;false;true;2;1;1;16204;78;1000468;4;1
192;false;true;3;1;1;16204;78;1000468;5;1
193;false;true;1;1;1;16204;79;1000468;3;1
194;false;true;2;1;1;16204;79;1000468;4;1
195;false;true;3;1;1;16204;79;1000468;5;1
196;false;true;1;1;1;16204;80;1000468;3;1
197;false;true;2;1;1;16204;80;1000468;4;1
198;false;true;3;1;1;16204;80;1000468;5;1
199;false;true;1;1;1;16204;81;1000468;3;1
200;false;true;2;1;1;16204;81;1000468;4;1
201;false;true;3;1;1;16204;81;1000468;5;1
202;false;true;1;1;1;16204;82;1000468;3;1
203;false;true;2;1;1;16204;82;1000468;4;1
204;false;true;3;1;1;16204;82;1000468;5;1
205;false;true;1;1;1;16204;83;1000468;3;1
206;false;true;2;1;1;16204;83;1000468;4;1
207;false;true;3;1;1;16204;83;1000468;5;1
208;false;true;1;1;1;16204;84;1000468;3;1
209;false;true;2;1;1;16204;84;1000468;4;1
210;false;true;3;1;1;16204;84;1000468;5;1
211;false;true;1;1;1;16204;85;1000468;3;1
212;false;true;2;1;1;16204;85;1000468;4;1
213;true;true;3;1;1;16204;85;1000468;5;1
214;false;true;1;1;1;16204;86;1000468;3;1
215;false;true;2;1;1;16204;86;1000468;4;1
216;true;true;3;1;1;16204;86;1000468;5;1
217;false;true;1;1;1;16204;87;1000468;3;1
218;false;true;2;1;1;16204;87;1000468;4;1
219;false;true;3;1;1;16204;87;1000468;5;1
220;false;true;1;1;1;16204;88;1000468;3;1
221;false;true;2;1;1;16204;88;1000468;4;1
222;false;true;3;1;1;16204;88;1000468;5;1
223;false;true;1;1;1;16204;89;1000468;3;1
224;false;true;2;1;1;16204;89;1000468;4;1
225;false;true;3;1;1;16204;89;1000468;5;1
226;false;true;1;1;1;16204;90;1000468;3;1
227;false;true;2;1;1;16204;90;1000468;4;1
228;false;true;3;1;1;16204;90;1000468;5;1
229;false;true;1;1;1;16204;91;1000468;3;1
230;false;true;2;1;1;16204;91;1000468;4;1
231;false;true;3;1;1;16204;91;1000468;5;1
232;false;true;1;1;1;16204;92;1000468;3;1
233;false;true;2;1;1;16204;92;1000468;4;1
234;false;true;3;1;1;16204;92;1000468;5;1
235;false;true;1;1;1;16204;93;1000468;3;1
236;false;true;2;1;1;16204;93;1000468;4;1
237;false;true;3;1;1;16204;93;1000468;5;1
238;false;true;1;1;1;16204;94;1000468;3;1
239;false;true;2;1;1;16204;94;1000468;4;1
240;false;true;3;1;1;16204;94;1000468;5;1
241;false;true;1;1;1;16203;12;1000470;5;1
400;false;true;1;1;1;16204;95;1000468;4;1
401;false;true;2;1;1;16204;95;1000468;5;1
402;false;true;1;1;1;16204;96;1000468;4;1
403;false;true;2;1;1;16204;96;1000468;5;1
404;false;true;1;1;1;16204;97;1000468;4;1
405;false;true;2;1;1;16204;97;1000468;5;1
406;false;true;1;1;1;16204;98;1000468;4;1
407;false;true;2;1;1;16204;98;1000468;5;1
408;false;true;1;1;1;16204;99;1000468;4;1
409;false;true;2;1;1;16204;99;1000468;5;1
410;false;true;1;1;1;16204;100;1000468;4;1
411;false;true;2;1;1;16204;100;1000468;5;1
412;false;true;1;1;1;16204;101;1000468;4;1
413;false;true;2;1;1;16204;101;1000468;5;1
414;false;true;1;1;1;16204;102;1000468;4;1
415;false;true;2;1;1;16204;102;1000468;5;1
416;false;true;1;1;1;16204;103;1000468;5;1
417;false;true;1;1;1;16204;104;1000468;5;1
418;false;true;1;1;1;16204;105;1000468;5;1
419;false;true;1;1;1;16204;106;1000468;5;1
420;false;true;1;1;1;16204;107;1000468;5;1
421;false;true;1;1;1;16204;108;1000468;5;1
450;false;true;1;1;1;16204;109;1000468;4;1
451;false;true;1;1;1;16204;110;1000468;3;1
452;false;true;2;1;1;16204;110;1000468;4;1
453;false;true;1;1;1;16204;111;1000468;3;1
454;false;true;2;1;1;16204;111;1000468;4;1
