student_courses
id_student_courses;grade;id_course;id_enrolment
248;7;63205;30
249;8;63203;30
250;7;63204;30
251;7;63209;30
252;8;63207;30
253;7;63277;30
254;6;63278;30
255;6;63215;30
256;6;63202;30
257;5;63213;31
258;5;63279;31
259;5;63280;31
260;9;63208;31
261;10;63217;31
262;5;63517;31
263;10;63216;31
264;9;63218;31
265;9;63220;31
266;9;63219;31
267;6;63517;32
268;6;63279;32
269;7;63280;32
270;5;63213;32
271;7;63214;32
272;NULL;63213;33
273;NULL;63205;14
274;6;63209;35
275;6;63207;35
276;8;63212;35
277;9;63204;35
278;6;63277;35
279;6;63215;35
280;6;63205;35
281;8;63278;35
282;7;63203;35
283;8;63202;35
284;8;63217;36
285;9;63216;36
286;7;63280;36
287;9;63208;36
288;7;63218;36
289;7;63517;36
290;6;63221;36
291;6;63213;36
292;7;63279;36
293;7;63220;36
294;NULL;63281;37
295;NULL;63263;37
296;NULL;63214;37
297;NULL;63251;37
298;NULL;63269;37
299;NULL;63264;37
300;NULL;63265;37
301;NULL;63271;37
302;NULL;63248;37
303;NULL;63270;37
304;6;63215;38
305;6;63277;38
306;8;63212;38
307;9;63278;38
308;7;63202;38
309;6;63203;38
310;7;63204;38
311;6;63207;38
312;7;63205;38
313;9;63209;38
314;6;63280;39
315;9;63219;39
316;8;63213;39
317;8;63216;39
318;9;63279;39
319;7;63517;39
320;8;63217;39
321;8;63220;39
322;6;63208;39
323;8;63218;39
324;NULL;63248;40
325;NULL;63268;40
326;NULL;63266;40
327;NULL;63262;40
328;NULL;63267;40
329;NULL;63214;40
330;NULL;63260;40
331;NULL;63281;40
332;NULL;63261;40
333;NULL;63249;40
334;7;63278;41
335;7;63204;41
336;9;63277;41
337;8;63205;41
338;9;63209;41
339;8;63212;41
340;8;63207;41
341;6;63203;41
342;6;63202;41
343;6;63215;41
344;6;63279;42
345;7;63517;42
346;9;63218;42
347;7;63213;42
348;7;63220;42
349;6;63280;42
350;9;63216;42
351;6;63217;42
352;7;63208;42
353;7;63219;42
354;NULL;63267;43
355;NULL;63264;43
356;NULL;63258;43
357;NULL;63268;43
358;NULL;63266;43
359;NULL;63263;43
360;NULL;63265;43
361;NULL;63281;43
362;NULL;63214;43
363;NULL;63248;43
364;7;63212;44
365;7;63202;44
366;8;63278;44
367;8;63277;44
368;7;63203;44
369;7;63209;44
370;7;63205;44
371;7;63207;44
372;6;63215;44
373;9;63204;44
374;9;63279;45
375;6;63213;45
376;9;63217;45
377;8;63208;45
378;6;63220;45
379;7;63517;45
380;7;63219;45
381;7;63216;45
382;6;63218;45
383;9;63280;45
384;NULL;63248;46
385;NULL;63269;46
386;NULL;63257;46
387;NULL;63281;46
388;NULL;63250;46
389;NULL;63258;46
390;NULL;63249;46
391;NULL;63251;46
392;NULL;63259;46
393;NULL;63214;46
394;6;63203;47
395;6;63207;47
396;9;63212;47
397;8;63209;47
398;9;63205;47
399;6;63278;47
400;7;63202;47
401;9;63204;47
402;8;63215;47
403;7;63277;47
404;7;63216;48
405;8;63217;48
406;7;63279;48
407;8;63517;48
408;9;63280;48
409;6;63221;48
410;8;63208;48
411;7;63219;48
412;7;63218;48
413;6;63213;48
414;NULL;63268;49
415;NULL;63266;49
416;NULL;63262;49
417;NULL;63267;49
418;NULL;63258;49
419;NULL;63259;49
420;NULL;63214;49
421;NULL;63257;49
422;NULL;63281;49
423;NULL;63248;49
424;9;63207;50
425;7;63202;50
426;9;63215;50
427;6;63277;50
428;6;63212;50
429;8;63204;50
430;8;63209;50
431;6;63278;50
432;6;63203;50
433;8;63205;50
434;9;63517;51
435;9;63218;51
436;8;63213;51
437;6;63280;51
438;9;63217;51
439;8;63220;51
440;6;63216;51
441;9;63208;51
442;8;63279;51
443;8;63219;51
444;NULL;63261;52
445;NULL;63248;52
446;NULL;63251;52
447;NULL;63255;52
448;NULL;63260;52
449;NULL;63256;52
450;NULL;63262;52
451;NULL;63254;52
452;NULL;63281;52
453;NULL;63214;52
454;8;63203;53
455;6;63215;53
456;9;63209;53
457;6;63207;53
458;9;63202;53
459;9;63205;53
460;7;63212;53
461;8;63278;53
462;7;63204;53
463;6;63277;53
464;8;63280;54
465;8;63213;54
466;8;63219;54
467;9;63208;54
468;7;63217;54
469;9;63218;54
470;8;63517;54
471;8;63216;54
472;7;63279;54
473;9;63220;54
474;NULL;63266;55
475;NULL;63251;55
476;NULL;63260;55
477;NULL;63267;55
478;NULL;63214;55
479;NULL;63281;55
480;NULL;63262;55
481;NULL;63248;55
482;NULL;63268;55
483;NULL;63261;55
484;8;63207;56
485;9;63202;56
486;7;63278;56
487;7;63215;56
488;8;63212;56
489;9;63277;56
490;8;63209;56
491;6;63204;56
492;8;63205;56
493;6;63203;56
494;6;63279;57
495;7;63280;57
496;7;63220;57
497;6;63517;57
498;7;63217;57
499;9;63218;57
500;6;63208;57
501;8;63221;57
502;7;63216;57
503;9;63213;57
504;NULL;63281;58
505;NULL;63249;58
506;NULL;63262;58
507;NULL;63251;58
508;NULL;63250;58
509;NULL;63248;58
510;NULL;63214;58
511;NULL;63269;58
512;NULL;63261;58
513;NULL;63260;58
514;8;63215;59
515;6;63205;59
516;6;63278;59
517;6;63204;59
518;8;63202;59
519;8;63212;59
520;7;63207;59
521;8;63203;59
522;8;63209;59
523;9;63277;59
524;7;63517;60
525;6;63280;60
526;8;63216;60
527;8;63218;60
528;7;63208;60
529;7;63217;60
530;9;63279;60
531;7;63221;60
532;9;63220;60
533;9;63213;60
534;NULL;63258;61
535;NULL;63253;61
536;NULL;63226;61
537;NULL;63268;61
538;NULL;63248;61
539;NULL;63257;61
540;NULL;63259;61
541;NULL;63725;61
542;NULL;63281;61
543;NULL;63214;61
544;9;63215;62
545;8;63277;62
546;9;63203;62
547;9;63204;62
548;6;63212;62
549;7;63205;62
550;7;63207;62
551;9;63278;62
552;8;63202;62
553;9;63209;62
554;8;63219;63
555;8;63213;63
556;8;63517;63
557;7;63221;63
558;8;63218;63
559;9;63208;63
560;6;63280;63
561;8;63279;63
562;9;63217;63
563;9;63216;63
564;NULL;63262;64
565;NULL;63725;64
566;NULL;63253;64
567;NULL;63281;64
568;NULL;63269;64
569;NULL;63226;64
570;NULL;63248;64
571;NULL;63270;64
572;NULL;63271;64
573;NULL;63214;64
574;8;63209;65
575;6;63215;65
576;6;63278;65
577;8;63202;65
578;7;63212;65
579;9;63205;65
580;8;63207;65
581;8;63204;65
582;8;63277;65
583;9;63203;65
584;8;63280;66
585;8;63517;66
586;6;63218;66
587;8;63217;66
588;7;63208;66
589;7;63220;66
590;7;63213;66
591;7;63279;66
592;8;63219;66
593;9;63216;66
594;NULL;63267;67
595;NULL;63260;67
596;NULL;63281;67
597;NULL;63262;67
598;NULL;63248;67
599;NULL;63250;67
600;NULL;63249;67
601;NULL;63251;67
602;NULL;63261;67
603;NULL;63214;67
604;6;63278;68
605;7;63215;68
606;8;63277;68
607;8;63204;68
608;6;63202;68
609;7;63203;68
610;6;63205;68
611;8;63209;68
612;7;63212;68
613;7;63207;68
614;9;63280;69
615;9;63213;69
616;6;63218;69
617;6;63221;69
618;7;63208;69
619;7;63517;69
620;6;63216;69
621;6;63279;69
622;8;63219;69
623;9;63217;69
624;NULL;63251;70
625;NULL;63281;70
626;NULL;63271;70
627;NULL;63249;70
628;NULL;63269;70
629;NULL;63263;70
630;NULL;63248;70
631;NULL;63214;70
632;NULL;63250;70
633;NULL;63270;70
634;6;63204;71
635;7;63209;71
636;8;63212;71
637;7;63207;71
638;8;63205;71
639;9;63203;71
640;9;63277;71
641;6;63215;71
642;6;63278;71
643;8;63202;71
644;9;63216;72
645;9;63279;72
646;6;63218;72
647;9;63217;72
648;8;63208;72
649;6;63517;72
650;6;63213;72
651;7;63219;72
652;8;63280;72
653;9;63221;72
654;NULL;63261;73
655;NULL;63271;73
656;NULL;63281;73
657;NULL;63214;73
658;NULL;63269;73
659;NULL;63248;73
660;NULL;63270;73
661;NULL;63262;73
662;NULL;63260;73
663;NULL;63268;73
664;9;63209;74
665;6;63204;74
666;6;63277;74
667;8;63212;74
668;7;63203;74
669;7;63207;74
670;6;63205;74
671;9;63278;74
672;8;63202;74
673;6;63215;74
674;7;63213;75
675;9;63218;75
676;6;63216;75
677;9;63279;75
678;8;63280;75
679;6;63221;75
680;7;63208;75
681;6;63220;75
682;6;63217;75
683;7;63517;75
684;NULL;63248;76
685;NULL;63281;76
686;NULL;63250;76
687;NULL;63264;76
688;NULL;63262;76
689;NULL;63249;76
690;NULL;63260;76
691;NULL;63261;76
692;NULL;63214;76
693;NULL;63251;76
694;9;63278;77
695;9;63203;77
696;9;63209;77
697;9;63202;77
698;9;63204;77
699;6;63212;77
700;7;63277;77
701;9;63215;77
702;7;63207;77
703;8;63205;77
704;8;63220;78
705;8;63279;78
706;6;63280;78
707;7;63221;78
708;8;63517;78
709;9;63216;78
710;9;63213;78
711;9;63217;78
712;8;63218;78
713;8;63208;78
714;NULL;63250;79
715;NULL;63270;79
716;NULL;63281;79
717;NULL;63251;79
718;NULL;63266;79
719;NULL;63214;79
720;NULL;63267;79
721;NULL;63249;79
722;NULL;63268;79
723;NULL;63248;79
724;9;63205;80
725;9;63203;80
726;9;63207;80
727;9;63278;80
728;9;63209;80
729;9;63277;80
730;9;63204;80
731;9;63212;80
732;9;63215;80
733;9;63202;80
734;9;63219;81
735;9;63280;81
736;9;63218;81
737;9;63279;81
738;9;63517;81
739;9;63208;81
740;9;63220;81
741;9;63217;81
742;9;63213;81
743;9;63216;81
744;NULL;63261;82
745;NULL;63254;82
746;NULL;63264;82
747;NULL;63256;82
748;NULL;63248;82
749;NULL;63260;82
750;NULL;63266;82
751;NULL;63281;82
752;NULL;63267;82
753;NULL;63214;82
754;6;63202;83
755;7;63215;83
756;7;63204;83
757;8;63205;83
758;8;63278;83
759;8;63207;83
760;6;63203;83
761;6;63209;83
762;6;63277;83
763;9;63212;83
764;7;63217;84
765;9;63218;84
766;8;63517;84
767;9;63216;84
768;7;63219;84
769;8;63220;84
770;8;63279;84
771;7;63280;84
772;7;63208;84
773;7;63213;84
774;NULL;63254;85
775;NULL;63281;85
776;NULL;63265;85
777;NULL;63264;85
778;NULL;63248;85
779;NULL;63214;85
780;NULL;63263;85
781;NULL;63271;85
782;NULL;63256;85
783;NULL;63255;85
784;6;63207;86
785;7;63203;86
786;9;63205;86
787;8;63278;86
788;6;63202;86
789;7;63212;86
790;7;63209;86
791;9;63204;86
792;7;63277;86
793;8;63215;86
794;9;63217;87
795;9;63208;87
796;9;63221;87
797;6;63216;87
798;9;63213;87
799;8;63220;87
800;6;63279;87
801;9;63280;87
802;8;63218;87
803;9;63517;87
804;NULL;63271;88
805;NULL;63214;88
806;NULL;63281;88
807;NULL;63270;88
808;NULL;63269;88
809;NULL;63259;88
810;NULL;63255;88
811;NULL;63248;88
812;NULL;63254;88
813;NULL;63256;88
814;9;63277;89
815;9;63278;89
816;6;63207;89
817;7;63209;89
818;9;63204;89
819;8;63212;89
820;8;63202;89
821;8;63203;89
822;9;63205;89
823;7;63215;89
824;9;63218;90
825;6;63216;90
826;6;63221;90
827;6;63220;90
828;6;63217;90
829;7;63279;90
830;8;63208;90
831;9;63517;90
832;8;63280;90
833;9;63213;90
834;NULL;63214;91
835;NULL;63268;91
836;NULL;63266;91
837;NULL;63265;91
838;NULL;63269;91
839;NULL;63248;91
840;NULL;63271;91
841;NULL;63270;91
842;NULL;63267;91
843;NULL;63281;91
844;7;63277;92
845;7;63203;92
846;7;63212;92
847;8;63207;92
848;9;63215;92
849;8;63202;92
850;7;63209;92
851;9;63204;92
852;6;63278;92
853;8;63205;92
854;9;63218;93
855;7;63217;93
856;9;63280;93
857;8;63208;93
858;9;63517;93
859;7;63220;93
860;6;63221;93
861;6;63216;93
862;6;63279;93
863;7;63213;93
864;NULL;63248;94
865;NULL;63266;94
866;NULL;63268;94
867;NULL;63281;94
868;NULL;63253;94
869;NULL;63265;94
870;NULL;63725;94
871;NULL;63267;94
872;NULL;63214;94
873;NULL;63226;94
874;7;63204;95
875;8;63215;95
876;8;63202;95
877;9;63205;95
878;9;63278;95
879;8;63212;95
880;8;63207;95
881;8;63203;95
882;9;63209;95
883;9;63277;95
884;7;63217;96
885;8;63216;96
886;6;63220;96
887;8;63517;96
888;8;63208;96
889;9;63221;96
890;8;63218;96
891;8;63279;96
892;8;63280;96
893;6;63213;96
894;NULL;63269;97
895;NULL;63214;97
896;NULL;63248;97
897;NULL;63251;97
898;NULL;63725;97
899;NULL;63253;97
900;NULL;63281;97
901;NULL;63249;97
902;NULL;63250;97
903;NULL;63226;97
904;7;63277;98
905;7;63215;98
906;9;63202;98
907;8;63209;98
908;8;63212;98
909;6;63205;98
910;9;63278;98
911;9;63207;98
912;6;63204;98
913;9;63203;98
914;9;63221;99
915;8;63280;99
916;8;63517;99
917;6;63218;99
918;8;63208;99
919;9;63217;99
920;7;63220;99
921;7;63213;99
922;9;63279;99
923;7;63216;99
924;NULL;63214;100
925;NULL;63267;100
926;NULL;63248;100
927;NULL;63259;100
928;NULL;63257;100
929;NULL;63268;100
930;NULL;63266;100
931;NULL;63281;100
932;NULL;63258;100
933;NULL;63249;100
934;8;63278;101
935;8;63205;101
936;8;63203;101
937;7;63202;101
938;8;63209;101
939;7;63277;101
940;9;63215;101
941;6;63212;101
942;8;63207;101
943;8;63204;101
944;6;63221;102
945;7;63218;102
946;7;63280;102
947;6;63279;102
948;7;63217;102
949;8;63216;102
950;8;63219;102
951;6;63213;102
952;9;63517;102
953;7;63208;102
954;NULL;63270;103
955;NULL;63260;103
956;NULL;63214;103
957;NULL;63268;103
958;NULL;63281;103
959;NULL;63271;103
960;NULL;63261;103
961;NULL;63269;103
962;NULL;63262;103
963;NULL;63248;103
964;8;63207;104
965;8;63209;104
966;6;63277;104
967;6;63278;104
968;9;63205;104
969;7;63212;104
970;7;63202;104
971;9;63204;104
972;9;63215;104
973;7;63203;104
974;6;63217;105
975;6;63517;105
976;8;63280;105
977;8;63219;105
978;6;63216;105
979;8;63279;105
980;9;63213;105
981;6;63208;105
982;8;63218;105
983;9;63220;105
984;NULL;63725;106
985;NULL;63257;106
986;NULL;63258;106
987;NULL;63248;106
988;NULL;63259;106
989;NULL;63261;106
990;NULL;63262;106
991;NULL;63260;106
992;NULL;63214;106
993;NULL;63281;106
994;7;63212;107
995;8;63277;107
996;7;63278;107
997;9;63209;107
998;7;63207;107
999;8;63204;107
1000;7;63215;107
1001;6;63202;107
1002;9;63203;107
1003;9;63205;107
1004;8;63213;108
1005;6;63218;108
1006;9;63279;108
1007;8;63208;108
1008;7;63517;108
1009;9;63216;108
1010;9;63221;108
1011;7;63217;108
1012;7;63280;108
1013;8;63219;108
1014;NULL;63214;109
1015;NULL;63248;109
1016;NULL;63269;109
1017;NULL;63265;109
1018;NULL;63263;109
1019;NULL;63271;109
1020;NULL;63251;109
1021;NULL;63281;109
1022;NULL;63264;109
1023;NULL;63270;109
1024;7;63278;110
1025;9;63202;110
1026;7;63205;110
1027;7;63204;110
1028;8;63212;110
1029;8;63207;110
1030;7;63215;110
1031;7;63203;110
1032;9;63277;110
1033;8;63209;110
1034;8;63218;111
1035;9;63517;111
1036;9;63217;111
1037;8;63216;111
1038;9;63221;111
1039;7;63280;111
1040;7;63208;111
1041;7;63279;111
1042;8;63213;111
1043;7;63220;111
1044;NULL;63226;112
1045;NULL;63269;112
1046;NULL;63248;112
1047;NULL;63271;112
1048;NULL;63270;112
1049;NULL;63281;112
1050;NULL;63253;112
1051;NULL;63214;112
1052;NULL;63725;112
1053;NULL;63265;112
1054;6;63203;113
1055;7;63215;113
1056;9;63207;113
1057;6;63202;113
1058;8;63278;113
1059;6;63205;113
1060;8;63204;113
1061;9;63212;113
1062;7;63209;113
1063;9;63277;113
1064;7;63279;114
1065;6;63280;114
1066;8;63218;114
1067;9;63517;114
1068;9;63217;114
1069;9;63216;114
1070;6;63213;114
1071;7;63221;114
1072;9;63220;114
1073;8;63208;114
1074;NULL;63254;115
1075;NULL;63725;115
1076;NULL;63266;115
1077;NULL;63253;115
1078;NULL;63267;115
1079;NULL;63281;115
1080;NULL;63268;115
1081;NULL;63226;115
1082;NULL;63248;115
1083;NULL;63214;115
1084;9;63204;116
1085;9;63277;116
1086;8;63212;116
1087;8;63215;116
1088;7;63207;116
1089;8;63202;116
1090;7;63205;116
1091;8;63278;116
1092;9;63209;116
1093;7;63203;116
1094;9;63279;117
1095;6;63217;117
1096;7;63208;117
1097;7;63218;117
1098;8;63221;117
1099;9;63280;117
1100;6;63219;117
1101;6;63216;117
1102;6;63517;117
1103;9;63213;117
1104;NULL;63255;118
1105;NULL;63281;118
1106;NULL;63266;118
1107;NULL;63250;118
1108;NULL;63251;118
1109;NULL;63214;118
1110;NULL;63248;118
1111;NULL;63268;118
1112;NULL;63267;118
1113;NULL;63249;118
1114;9;63202;119
1115;6;63215;119
1116;7;63209;119
1117;8;63277;119
1118;9;63204;119
1119;9;63205;119
1120;7;63278;119
1121;9;63203;119
1122;6;63212;119
1123;6;63207;119
1124;6;63280;120
1125;7;63213;120
1126;7;63221;120
1127;7;63220;120
1128;8;63218;120
1129;8;63208;120
1130;8;63279;120
1131;7;63517;120
1132;9;63217;120
1133;9;63216;120
1134;NULL;63214;121
1135;NULL;63281;121
1136;NULL;63248;121
1137;NULL;63261;121
1138;NULL;63260;121
1139;NULL;63271;121
1140;NULL;63262;121
1141;NULL;63258;121
1142;NULL;63269;121
1143;NULL;63270;121
1144;8;63278;122
1145;7;63204;122
1146;9;63203;122
1147;6;63277;122
1148;9;63207;122
1149;9;63209;122
1150;7;63212;122
1151;7;63215;122
1152;7;63205;122
1153;6;63202;122
1154;9;63219;123
1155;9;63280;123
1156;9;63279;123
1157;6;63217;123
1158;6;63213;123
1159;6;63208;123
1160;8;63216;123
1161;7;63220;123
1162;6;63517;123
1163;8;63218;123
1164;NULL;63214;124
1165;NULL;63270;124
1166;NULL;63260;124
1167;NULL;63248;124
1168;NULL;63254;124
1169;NULL;63256;124
1170;NULL;63255;124
1171;NULL;63269;124
1172;NULL;63271;124
1173;NULL;63281;124
1174;8;63205;125
1175;7;63207;125
1176;9;63204;125
1177;8;63277;125
1178;7;63203;125
1179;7;63212;125
1180;6;63202;125
1181;9;63278;125
1182;9;63209;125
1183;7;63215;125
1184;8;63208;126
1185;6;63218;126
1186;9;63217;126
1187;9;63216;126
1188;9;63517;126
1189;6;63220;126
1190;9;63280;126
1191;8;63221;126
1192;9;63213;126
1193;7;63279;126
1194;NULL;63257;127
1195;NULL;63281;127
1196;NULL;63250;127
1197;NULL;63266;127
1198;NULL;63267;127
1199;NULL;63248;127
1200;NULL;63268;127
1201;NULL;63251;127
1202;NULL;63249;127
1203;NULL;63214;127
1204;8;63277;128
1205;6;63278;128
1206;7;63215;128
1207;9;63207;128
1208;9;63205;128
1209;8;63209;128
1210;7;63212;128
1211;8;63204;128
1212;8;63202;128
1213;8;63203;128
1214;8;63280;129
1215;8;63517;129
1216;9;63216;129
1217;9;63213;129
1218;6;63218;129
1219;9;63217;129
1220;6;63279;129
1221;7;63220;129
1222;8;63208;129
1223;6;63221;129
1224;NULL;63248;130
1225;NULL;63214;130
1226;NULL;63254;130
1227;NULL;63264;130
1228;NULL;63255;130
1229;NULL;63281;130
1230;NULL;63265;130
1231;NULL;63253;130
1232;NULL;63256;130
1233;NULL;63263;130
1234;9;63277;131
1235;9;63202;131
1236;9;63204;131
1237;9;63205;131
1238;9;63203;131
1239;9;63207;131
1240;9;63215;131
1241;9;63278;131
1242;9;63209;131
1243;9;63212;131
1244;9;63280;132
1245;9;63279;132
1246;9;63208;132
1247;9;63221;132
1248;9;63517;132
1249;9;63218;132
1250;9;63213;132
1251;9;63220;132
1252;9;63217;132
1253;9;63216;132
1254;NULL;63226;133
1255;NULL;63260;133
1256;NULL;63256;133
1257;NULL;63259;133
1258;NULL;63269;133
1259;NULL;63268;133
1260;NULL;63248;133
1261;NULL;63214;133
1262;NULL;63271;133
1263;NULL;63281;133
1264;8;63278;134
1265;8;63207;134
1266;6;63215;134
1267;6;63202;134
1268;6;63203;134
1269;6;63205;134
1270;6;63212;134
1271;6;63204;134
1272;9;63277;134
1273;6;63209;134
1274;6;63218;135
1275;9;63208;135
1276;8;63216;135
1277;7;63220;135
1278;8;63221;135
1279;6;63279;135
1280;6;63280;135
1281;6;63213;135
1282;9;63517;135
1283;7;63217;135
1284;NULL;63269;136
1285;NULL;63251;136
1286;NULL;63281;136
1287;NULL;63249;136
1288;NULL;63270;136
1289;NULL;63250;136
1290;NULL;63271;136
1291;NULL;63214;136
1292;NULL;63260;136
1293;NULL;63248;136
1294;8;63277;137
1295;9;63205;137
1296;7;63204;137
1297;6;63278;137
1298;8;63209;137
1299;6;63202;137
1300;6;63207;137
1301;9;63215;137
1302;6;63212;137
1303;8;63203;137
1304;6;63280;138
1305;9;63213;138
1306;7;63218;138
1307;8;63221;138
1308;9;63219;138
1309;6;63216;138
1310;6;63517;138
1311;9;63279;138
1312;8;63208;138
1313;6;63217;138
1314;NULL;63248;139
1315;NULL;63255;139
1316;NULL;63281;139
1317;NULL;63254;139
1318;NULL;63260;139
1319;NULL;63256;139
1320;NULL;63250;139
1321;NULL;63262;139
1322;NULL;63214;139
1323;NULL;63261;139
1324;6;63202;140
1325;8;63203;140
1326;6;63204;140
1327;8;63205;140
1328;7;63277;140
1329;6;63209;140
1330;8;63278;140
1331;7;63212;140
1332;6;63207;140
1333;9;63215;140
1334;9;63208;141
1335;9;63217;141
1336;8;63280;141
1337;6;63279;141
1338;9;63218;141
1339;8;63517;141
1340;8;63213;141
1341;8;63220;141
1342;9;63219;141
1343;7;63216;141
1344;NULL;63248;142
1345;NULL;63254;142
1346;NULL;63264;142
1347;NULL;63214;142
1348;NULL;63256;142
1349;NULL;63271;142
1350;NULL;63270;142
1351;NULL;63281;142
1352;NULL;63269;142
1353;NULL;63255;142
1354;8;63209;143
1355;6;63203;143
1356;6;63215;143
1357;8;63278;143
1358;8;63207;143
1359;6;63204;143
1360;6;63202;143
1361;7;63205;143
1362;9;63277;143
1363;9;63212;143
1364;9;63217;144
1365;7;63213;144
1366;6;63216;144
1367;7;63218;144
1368;9;63220;144
1369;7;63221;144
1370;9;63517;144
1371;8;63279;144
1372;9;63280;144
1373;8;63208;144
1374;NULL;63259;145
1375;NULL;63255;145
1376;NULL;63254;145
1377;NULL;63256;145
1378;NULL;63248;145
1379;NULL;63281;145
1380;NULL;63214;145
1381;NULL;63258;145
1382;NULL;63263;145
1383;NULL;63257;145
1384;7;63212;146
1385;8;63203;146
1386;7;63202;146
1387;6;63277;146
1388;7;63205;146
1389;8;63278;146
1390;8;63215;146
1391;7;63209;146
1392;8;63204;146
1393;7;63207;146
1394;9;63221;147
1395;8;63217;147
1396;8;63208;147
1397;7;63279;147
1398;6;63220;147
1399;6;63280;147
